,DeviceTimeStamp,PFL1,PFL2,PFL3,Avg_PF,Sum_PF,FRQ,THDVL1,THDVL2,THDVL3,THDIL1,THDIL2,THDIL3,MDIL1,MDIL2,MDIL3
22897,2019-11-16T07:30,0.98,0.89,0.94,0.95,18.9,50.0,1.3,1.2,1.3,7.9,12.5,6.3,157.1,135.2,175.8
22899,2019-11-16T07:45,0.99,0.91,0.94,0.96,16.4,49.9,1.2,1.2,1.3,7.3,12.1,7.6,157.1,135.2,175.8
22901,2019-11-16T08:00,0.99,0.92,0.95,0.96,14.8,49.9,1.3,1.2,1.3,9.8,15.9,8.4,157.1,135.2,175.8
22903,2019-11-16T08:15,0.98,0.98,0.96,0.97,12.7,50.0,1.3,1.3,1.5,8.4,9.6,11.2,157.1,135.2,175.8
22905,2019-11-16T08:30,0.95,0.97,0.94,0.95,17.1,50.0,1.3,1.2,1.4,6.7,8.7,9.3,157.1,135.2,175.8
22907,2019-11-16T08:45,0.97,0.93,0.93,0.95,18.1,50.0,1.4,1.3,1.2,8.0,8.5,6.6,157.1,135.2,175.8
22909,2019-11-16T09:00,0.99,0.95,0.91,0.97,15.5,50.0,1.0,1.3,1.4,5.6,12.2,8.5,157.1,135.2,175.8
22911,2019-11-16T09:15,0.99,0.97,0.91,0.96,14.9,50.0,1.4,1.4,1.3,6.6,12.5,7.4,157.1,135.2,175.8
22913,2019-11-16T09:30,0.99,0.94,0.91,0.96,14.7,50.0,1.3,1.3,1.4,10.1,13.6,9.0,157.1,135.2,175.8
22915,2019-11-16T09:45,0.99,0.98,0.94,0.97,12.3,50.0,1.2,1.2,1.6,8.8,12.7,8.4,157.1,135.2,175.8
22917,2019-11-16T10:00,0.99,0.88,0.95,0.96,15.5,50.0,1.5,1.4,1.6,9.9,13.1,8.9,157.1,135.2,175.8
22919,2019-11-16T10:15,0.99,0.96,0.91,0.96,15.2,50.0,1.5,1.5,1.6,6.4,9.5,9.4,157.1,135.2,175.8
22921,2019-11-16T10:30,0.99,0.95,0.93,0.96,15.2,50.0,1.5,1.6,1.6,6.1,11.3,9.7,157.1,135.2,175.8
22923,2019-11-16T10:45,0.99,0.95,0.94,0.96,15.3,49.9,1.5,1.6,1.6,8.0,12.0,9.4,157.1,135.2,175.8
22925,2019-11-16T11:00,0.99,0.96,0.97,0.98,12.4,49.9,1.5,1.6,1.7,8.5,10.4,9.0,157.1,135.2,175.8
22927,2019-11-16T11:15,0.99,0.96,0.96,0.97,13.5,49.9,1.7,1.7,1.8,13.1,11.9,10.7,157.1,135.2,175.8
22929,2019-11-16T11:30,0.99,0.98,0.96,0.98,12.4,49.9,2.0,2.0,2.0,11.9,16.5,10.8,157.1,135.2,175.8
22931,2019-11-16T11:45,0.99,0.97,0.97,0.98,12.1,50.0,1.7,1.9,1.8,11.8,15.5,10.0,157.1,135.2,175.8
22933,2019-11-16T12:00,0.99,0.97,0.96,0.98,12.9,50.0,1.8,2.0,1.9,12.6,16.3,10.9,157.1,135.2,175.8
22935,2019-11-16T12:15,0.99,0.97,0.96,0.98,12.8,50.0,1.9,1.9,1.9,11.1,14.9,10.2,157.1,135.2,175.8
22937,2019-11-16T12:30,0.99,0.96,0.96,0.98,13.1,50.0,2.0,2.0,2.1,14.1,14.3,11.8,157.1,135.2,175.8
22939,2019-11-16T12:45,0.99,0.97,0.96,0.98,13.0,50.0,2.0,2.0,2.0,13.7,12.4,11.3,157.1,135.2,175.8
22941,2019-11-16T13:00,0.99,0.97,0.97,0.98,11.9,50.0,1.9,2.0,2.0,11.6,13.8,10.5,157.1,135.2,175.8
22943,2019-11-16T13:15,0.99,0.98,0.96,0.98,11.9,50.1,2.0,2.0,2.0,11.8,12.8,11.6,157.1,135.2,175.8
22945,2019-11-16T13:30,0.99,0.98,0.96,0.98,11.6,50.0,2.0,1.9,2.0,12.1,15.1,12.6,157.1,135.2,175.8
22947,2019-11-16T13:45,0.99,0.98,0.95,0.98,12.7,49.9,2.0,2.0,2.1,14.3,15.7,11.8,157.1,135.2,175.8
22949,2019-11-16T14:00,0.99,0.99,0.96,0.98,11.3,50.0,2.0,2.1,2.1,13.9,18.0,12.9,157.1,135.2,175.8
22951,2019-11-16T14:15,0.99,0.98,0.96,0.98,11.9,49.8,2.1,2.1,2.0,13.0,16.1,12.6,157.1,135.2,175.8
22953,2019-11-16T14:30,0.99,0.98,0.96,0.98,11.6,49.8,2.1,2.2,2.1,14.2,15.5,14.4,157.1,135.2,175.8
22955,2019-11-16T14:45,0.99,0.98,0.97,0.98,11.2,50.0,2.1,2.1,2.3,14.9,15.2,13.3,157.1,135.2,175.8
22957,2019-11-16T15:00,0.99,0.98,0.96,0.98,11.3,49.9,2.0,2.1,2.2,14.0,14.9,11.8,157.1,135.2,175.8
22959,2019-11-16T15:15,0.99,0.99,0.97,0.99,10.2,50.0,2.2,2.2,2.3,13.6,14.1,13.8,157.1,135.2,175.8
22961,2019-11-16T15:30,0.99,0.98,0.96,0.98,11.1,49.8,2.0,2.3,2.2,13.0,16.6,12.3,157.1,135.2,175.8
22963,2019-11-16T15:45,0.99,0.98,0.97,0.99,10.4,50.0,2.1,2.2,2.4,12.1,16.4,17.7,157.1,135.2,175.8
22965,2019-11-16T16:00,0.99,0.98,0.97,0.98,11.0,49.9,2.1,2.1,2.2,16.0,15.7,12.3,157.1,135.2,175.8
22967,2019-11-16T16:15,0.99,0.99,0.96,0.98,10.5,50.0,2.0,1.9,2.1,14.5,14.7,12.8,157.1,135.2,175.8
22969,2019-11-16T16:30,0.99,0.99,0.96,0.98,10.7,49.9,2.1,2.0,2.2,14.4,14.5,13.9,157.1,135.2,175.8
22971,2019-11-16T16:45,0.99,0.98,0.97,0.98,12.0,50.0,2.5,2.5,2.6,14.7,17.5,12.7,157.1,135.2,175.8
22973,2019-11-16T17:00,0.99,0.99,0.98,0.99,10.4,50.0,2.4,2.5,2.4,17.4,16.5,12.9,157.1,135.2,175.8
22975,2019-11-16T17:15,0.99,0.99,0.98,0.99,9.7,50.0,2.2,2.4,2.3,16.2,20.2,11.3,157.1,135.2,175.8
22977,2019-11-16T17:30,0.99,0.99,0.98,0.99,9.8,50.0,2.3,2.6,2.4,18.3,19.4,10.5,157.1,135.2,175.8
22979,2019-11-16T17:45,0.99,0.99,0.98,0.99,9.7,50.0,2.4,2.4,2.4,17.3,16.7,10.8,157.1,135.2,175.8
22981,2019-11-16T18:00,0.99,0.99,0.99,0.99,8.0,50.0,2.3,2.5,2.6,15.6,16.6,11.7,157.1,135.2,175.8
22983,2019-11-16T18:15,0.99,0.99,0.98,0.99,7.9,50.0,2.4,2.6,2.1,16.1,18.6,14.4,157.1,135.2,175.8
22985,2019-11-16T18:30,0.99,0.99,0.98,0.99,8.8,50.0,2.5,2.7,2.6,16.8,19.1,13.8,157.1,135.2,175.8
22987,2019-11-16T18:45,0.99,0.99,0.99,0.99,8.4,50.0,2.5,2.8,2.6,18.9,21.2,12.9,157.1,135.2,175.8
22989,2019-11-16T19:00,0.99,0.99,0.99,0.99,8.0,50.0,2.5,2.8,2.6,18.9,19.1,11.7,157.1,135.2,175.8
22991,2019-11-16T19:15,0.99,0.99,0.98,0.99,8.7,50.0,2.5,2.8,2.6,18.2,19.3,12.9,157.1,135.2,175.8
22993,2019-11-16T19:30,0.99,0.99,0.99,0.99,8.0,50.0,2.5,2.9,2.7,18.9,22.2,13.8,157.1,135.2,175.8
22995,2019-11-16T19:47,0.99,0.99,0.98,0.99,8.6,50.0,2.5,2.7,2.6,18.5,20.1,12.3,157.1,135.2,175.8
22997,2019-11-16T20:06,0.99,0.99,0.98,0.99,8.9,50.0,2.4,2.8,2.6,18.2,19.8,11.9,157.1,135.2,175.8
22999,2019-11-16T20:15,0.99,0.99,0.98,0.99,9.0,50.0,2.4,2.9,2.6,19.5,22.2,11.9,157.1,135.2,175.8
23001,2019-11-16T20:30,0.99,0.99,0.98,0.99,9.4,49.9,4.2,4.4,4.2,19.1,21.8,9.0,157.1,135.2,175.8
23003,2019-11-16T20:45,0.99,0.99,0.98,0.99,8.9,50.0,2.4,1.2,1.3,19.7,21.8,10.5,157.1,135.2,175.8
23005,2019-11-16T21:00,0.99,0.99,0.98,0.99,8.3,49.9,2.3,2.6,2.5,18.7,20.4,12.3,157.1,135.2,175.8
23007,2019-11-16T21:15,0.99,0.99,0.98,0.99,7.7,49.8,2.2,2.5,2.5,16.3,17.6,11.3,157.1,135.2,175.8
23009,2019-11-16T21:30,0.99,0.98,0.98,0.99,8.6,49.9,2.0,2.3,2.4,12.3,20.8,14.2,157.1,135.2,175.8
23011,2019-11-16T21:45,0.99,0.98,0.98,0.99,9.3,49.8,2.2,2.0,2.3,14.1,16.8,12.4,157.1,135.2,175.8
23013,2019-11-16T22:00,0.99,0.98,0.99,0.99,10.3,49.9,2.1,2.3,2.4,13.0,19.5,16.6,157.1,135.2,175.8
23015,2019-11-16T22:15,0.99,0.99,0.99,0.99,8.2,49.8,2.1,2.1,2.2,11.2,15.4,11.3,157.1,135.2,175.8
23017,2019-11-16T22:30,0.99,0.99,0.98,0.99,7.3,49.9,2.8,3.0,3.0,8.6,12.8,11.3,157.1,135.2,175.8
23019,2019-11-16T22:45,0.99,0.99,0.98,0.99,7.4,49.8,2.1,2.0,2.1,13.5,14.5,10.1,157.1,135.2,175.8
23021,2019-11-16T23:00,0.99,0.99,0.98,0.99,8.3,49.8,1.9,1.9,2.2,9.4,12.0,9.3,157.1,135.2,175.8
23023,2019-11-16T23:15,0.99,0.98,0.99,0.98,10.1,49.9,2.0,1.9,2.0,11.0,10.4,10.6,157.1,135.2,175.8
23025,2019-11-16T23:30,0.98,0.97,0.98,0.98,12.2,50.0,1.9,1.7,0.5,10.3,4.1,9.6,157.1,135.2,175.8
23027,2019-11-16T23:45,0.98,0.97,0.98,0.98,11.3,50.0,1.8,1.7,1.7,10.5,10.0,8.9,157.1,135.2,175.8
23029,2019-11-17T00:00,0.99,0.96,0.98,0.99,9.4,50.0,1.7,1.6,1.7,11.1,7.9,9.2,157.1,135.2,175.8
23031,2019-11-17T00:15,0.99,0.99,0.98,0.99,6.5,50.0,1.6,1.6,1.6,11.3,8.8,10.6,157.1,135.2,175.8
23033,2019-11-21T13:09,0.99,0.98,0.96,0.98,12.8,50.0,2.0,2.0,2.0,15.2,18.2,11.4,157.1,135.2,175.8
23035,2019-11-21T13:15,0.99,0.97,0.95,0.98,13.8,50.0,2.1,2.1,2.1,15.1,22.5,12.6,157.1,135.2,175.8
23037,2019-11-21T13:30,0.99,0.98,0.94,0.97,14.4,50.0,2.1,2.2,2.2,14.7,22.8,13.3,157.1,135.2,175.8
23039,2019-11-21T13:45,0.99,0.98,0.96,0.98,13.2,50.0,2.0,2.2,2.1,13.9,18.6,12.6,157.1,135.2,175.8
23041,2019-11-21T14:00,0.99,0.96,0.95,0.97,14.3,49.9,2.2,2.2,2.0,16.2,22.3,11.0,157.1,135.2,175.8
23043,2019-11-21T14:15,0.99,0.98,0.95,0.98,13.7,50.0,2.2,2.4,2.2,11.8,18.0,14.2,157.1,135.2,175.8
23045,2019-11-21T14:30,0.99,0.97,0.94,0.97,14.3,49.9,2.2,2.4,2.1,16.6,18.1,12.9,157.1,135.2,175.8
23047,2019-11-21T14:45,0.99,0.99,0.95,0.98,12.5,49.9,2.2,2.3,2.2,14.2,18.9,14.4,157.1,135.2,175.8
23049,2019-11-21T15:00,0.99,0.98,0.95,0.98,13.6,49.8,2.2,2.2,2.3,15.6,16.1,14.9,157.1,135.2,175.8
23051,2019-11-21T15:15,0.99,0.98,0.96,0.98,12.4,49.9,2.1,2.2,2.2,17.5,18.3,15.7,157.1,135.2,175.8
23053,2019-11-21T15:30,0.98,0.99,0.94,0.97,13.9,49.9,2.2,2.3,2.2,13.1,19.2,14.2,157.1,135.2,175.8
23055,2019-11-21T15:45,0.99,0.96,0.96,0.98,13.4,49.8,2.2,2.2,2.3,18.2,19.2,14.3,157.1,135.2,175.8
23057,2019-11-21T16:00,0.99,0.97,0.95,0.97,14.0,49.9,2.2,2.3,2.1,13.5,21.4,12.9,157.1,135.2,175.8
23059,2019-11-21T16:15,0.99,0.97,0.95,0.97,14.5,50.0,2.1,2.3,2.2,13.1,21.0,16.6,157.1,135.2,175.8
23061,2019-11-21T16:30,0.99,0.97,0.95,0.98,14.0,50.0,2.1,2.3,2.1,15.5,19.5,16.1,157.1,135.2,175.8
23063,2019-11-21T16:45,0.99,0.98,0.97,0.98,12.8,50.0,2.2,2.5,2.3,18.1,20.6,16.6,157.1,135.2,175.8
23065,2019-11-21T17:00,0.98,0.98,0.98,0.98,12.1,50.0,2.2,2.6,2.3,17.1,21.1,14.3,157.1,135.2,175.8
23067,2019-11-21T17:15,0.99,0.98,0.98,0.98,11.2,50.1,2.6,2.8,2.5,21.4,21.5,13.1,157.1,135.2,175.8
23069,2019-11-21T17:30,0.99,0.99,0.98,0.99,10.1,50.0,2.5,2.7,2.4,19.3,19.7,11.9,157.1,135.2,175.8
23071,2019-11-21T17:45,0.99,0.98,0.98,0.99,10.6,49.9,2.5,2.8,2.5,19.8,19.1,14.5,157.1,135.2,175.8
23073,2019-11-21T18:00,0.99,0.99,0.98,0.99,10.1,50.0,2.6,2.8,2.6,21.1,20.1,13.1,157.1,135.2,175.8
23075,2019-11-21T18:15,0.99,0.99,0.98,0.99,9.5,50.0,2.7,2.9,2.6,20.3,19.6,14.2,157.1,135.2,175.8
23077,2019-11-21T18:30,0.99,0.99,0.98,0.99,9.0,50.0,2.7,2.9,2.6,21.8,21.9,13.3,157.1,135.2,175.8
23079,2019-11-21T19:34,0.99,0.99,0.98,0.99,9.2,50.0,2.7,2.9,2.6,19.3,19.7,13.7,157.1,135.2,175.8
23081,2019-11-21T19:45,0.99,0.99,0.98,0.99,9.6,49.8,2.6,2.9,2.7,18.6,22.0,20.9,157.1,135.2,175.8
23083,2019-11-21T20:00,0.99,0.99,0.98,0.99,10.2,49.9,2.6,2.9,2.7,18.0,20.1,14.4,157.1,135.2,175.8
23085,2019-11-21T20:15,0.99,0.99,0.98,0.99,9.3,49.9,2.7,3.0,2.6,18.7,21.2,14.6,157.1,135.2,175.8
23087,2019-11-21T20:30,0.99,0.99,0.99,0.99,6.8,49.9,2.7,2.9,2.6,20.8,22.5,13.2,157.1,135.2,175.8
23089,2019-11-21T20:45,0.99,0.99,0.98,0.99,9.4,49.9,2.6,2.9,2.5,18.5,21.9,13.4,157.1,135.2,175.8
23091,2019-11-21T21:00,0.99,0.99,0.98,0.99,9.9,49.9,2.6,2.9,2.6,20.1,22.6,15.0,157.1,135.2,175.8
23093,2019-11-21T21:15,0.99,0.99,0.98,0.99,10.2,50.0,2.5,2.9,2.6,21.7,23.6,14.0,157.1,135.2,175.8
23095,2019-11-21T21:30,0.99,0.99,0.98,0.99,9.0,49.9,2.5,2.7,2.6,20.2,22.0,14.1,157.1,135.2,175.8
23097,2019-11-21T21:45,0.99,0.98,0.98,0.98,10.0,49.9,2.3,2.5,2.5,16.5,22.2,14.0,157.1,135.2,175.8
23099,2019-11-21T22:00,0.99,0.97,0.98,0.98,10.9,50.0,2.3,2.5,2.5,14.0,23.4,14.4,157.1,135.2,175.8
23101,2019-11-21T22:15,0.99,0.97,0.97,0.98,11.9,49.9,2.2,2.2,2.3,13.6,11.9,10.7,157.1,135.2,175.8
23103,2019-11-21T22:30,0.99,0.97,0.98,0.98,11.6,49.9,2.2,2.1,2.4,14.3,11.0,11.9,157.1,135.2,175.8
23105,2019-11-21T22:45,0.99,0.99,0.98,0.99,7.3,50.0,2.2,2.2,2.3,8.8,12.0,11.1,157.1,135.2,175.8
23107,2019-11-21T23:00,0.99,0.98,0.98,0.99,9.0,49.9,2.2,2.0,2.2,14.6,8.0,12.3,157.1,135.2,175.8
23109,2019-11-21T23:15,0.99,0.96,0.98,0.98,11.1,50.0,2.1,2.0,2.1,13.4,15.0,12.8,157.1,135.2,175.8
23111,2019-11-21T23:30,0.99,0.99,0.98,0.99,7.0,50.0,2.0,1.9,2.0,13.3,16.0,11.6,157.1,135.2,175.8
23113,2019-11-21T23:45,0.99,0.98,0.98,0.98,10.7,50.0,1.8,1.8,1.9,13.3,18.9,12.0,157.1,135.2,175.8
23115,2019-11-22T00:00,0.99,0.96,0.98,0.99,8.7,50.0,1.8,1.7,1.8,15.2,11.7,11.8,157.1,135.2,175.8
23117,2019-11-22T00:15,0.99,0.95,0.97,0.98,10.5,50.0,1.6,1.6,1.7,14.4,13.1,12.4,157.1,135.2,175.8
23119,2019-11-22T00:30,0.99,0.97,0.98,0.99,8.6,49.9,1.6,1.6,1.7,17.4,16.7,13.2,157.1,135.2,175.8
23121,2019-11-22T00:45,0.99,0.96,0.97,0.98,10.4,50.0,1.8,1.8,1.7,15.8,17.5,11.2,157.1,135.2,175.8
23123,2019-11-22T01:00,0.99,0.98,0.97,0.98,11.2,49.9,1.6,1.5,1.5,13.9,15.6,11.8,157.1,135.2,175.8
23125,2019-11-22T01:15,0.99,0.99,0.97,0.99,8.2,50.0,1.5,1.4,1.4,13.2,15.9,11.4,157.1,135.2,175.8
23127,2019-11-22T01:30,0.99,0.94,0.97,0.98,11.0,50.0,1.5,1.5,1.5,13.5,14.1,12.1,157.1,135.2,175.8
23129,2019-11-22T01:45,0.99,0.98,0.97,0.98,9.0,50.0,1.5,1.4,1.5,12.8,13.3,10.8,157.1,135.2,175.8
23131,2019-11-22T02:00,0.99,0.95,0.98,0.99,9.1,50.0,1.6,1.4,1.5,14.8,14.3,13.1,157.1,135.2,175.8
23133,2019-11-22T02:15,0.99,0.95,0.98,0.98,11.0,49.9,1.4,1.3,1.4,12.0,14.1,13.5,157.1,135.2,175.8
23135,2019-11-22T02:30,0.99,0.95,0.97,0.98,10.7,49.9,1.3,1.3,1.4,12.4,10.7,10.4,157.1,135.2,175.8
23137,2019-11-22T02:45,0.99,0.94,0.98,0.98,12.6,49.9,1.4,1.2,1.5,17.2,13.6,13.3,157.1,135.2,175.8
23139,2019-11-22T03:00,0.99,0.99,0.98,0.99,5.1,49.9,1.4,1.3,1.4,13.6,14.4,11.9,157.1,135.2,175.8
23141,2019-11-22T03:15,0.99,0.96,0.97,0.99,8.6,49.9,1.5,1.3,1.3,15.0,11.0,11.1,157.1,135.2,175.8
23143,2019-11-22T03:30,0.99,0.96,0.97,0.98,10.5,49.9,1.4,1.2,1.4,12.9,13.6,10.6,157.1,135.2,175.8
23145,2019-11-22T03:45,0.99,0.96,0.98,0.98,11.5,49.9,1.3,1.2,1.4,9.9,14.2,11.4,157.1,135.2,175.8
23147,2019-11-22T04:00,0.99,0.98,0.97,0.99,7.4,50.0,1.3,1.2,1.3,13.1,16.5,11.8,157.1,135.2,175.8
23149,2019-11-22T04:15,0.99,0.96,0.97,0.99,8.0,49.9,1.2,1.4,1.4,12.9,14.6,10.7,157.1,135.2,175.8
23151,2019-11-22T04:30,0.98,0.95,0.97,0.97,13.8,49.9,1.3,1.3,1.4,9.0,13.9,12.3,157.1,135.2,175.8
23153,2019-11-22T04:45,0.99,0.96,0.97,0.98,8.7,49.9,1.3,1.2,1.4,12.1,10.8,11.5,157.1,135.2,175.8
23155,2019-11-22T05:00,0.99,0.93,0.98,0.98,10.2,49.9,1.4,1.2,1.3,12.1,9.8,11.8,157.1,135.2,175.8
23157,2019-11-22T05:15,0.98,0.94,0.95,0.96,15.0,49.9,1.3,1.3,1.4,9.8,12.3,11.6,157.1,135.2,175.8
23159,2019-11-22T05:30,0.99,0.97,0.97,0.99,8.2,49.9,1.3,1.3,1.4,13.3,13.1,14.3,157.1,135.2,175.8
23161,2019-11-22T05:45,0.99,0.95,0.98,0.98,9.8,49.9,1.3,1.3,1.3,13.1,12.6,10.4,157.1,135.2,175.8
23163,2019-11-22T06:00,0.99,0.95,0.97,0.98,10.9,50.0,1.3,1.2,1.4,9.8,11.5,13.2,157.1,135.2,175.8
23165,2019-11-22T06:15,0.99,0.96,0.97,0.98,10.5,50.0,1.2,1.2,1.3,13.5,15.0,13.0,157.1,135.2,175.8
23167,2019-11-22T06:30,0.98,0.97,0.97,0.99,7.2,49.9,1.3,1.2,1.2,15.6,11.9,12.5,157.1,135.2,175.8
23169,2019-11-22T06:45,0.99,0.94,0.91,0.95,15.2,49.9,1.1,1.2,1.2,11.5,10.7,10.7,157.1,135.2,175.8
23171,2019-11-22T07:00,0.99,0.96,0.94,0.96,14.2,49.9,1.1,1.2,1.3,12.0,10.4,11.3,157.1,135.2,175.8
23173,2019-11-22T07:15,0.99,0.96,0.91,0.96,11.9,49.9,1.2,1.2,1.2,13.5,5.2,8.3,157.1,135.2,175.8
23175,2019-11-22T07:30,0.99,0.95,0.9,0.95,14.6,50.0,1.3,1.2,1.2,13.5,6.9,9.3,157.1,135.2,175.8
23177,2019-11-22T07:45,0.99,0.9,0.94,0.96,13.7,50.0,1.2,1.3,1.3,14.2,12.0,11.7,157.1,135.2,175.8
23179,2019-11-22T08:00,0.97,0.95,0.97,0.97,14.9,50.0,1.3,1.4,1.4,9.9,10.6,9.1,157.1,135.2,175.8
23181,2019-11-22T08:15,0.98,0.9,0.97,0.97,15.8,50.0,1.4,1.3,1.4,9.4,13.9,9.4,157.1,135.2,175.8
23183,2019-11-22T08:30,0.99,0.89,0.97,0.97,14.7,49.9,1.4,1.4,1.4,9.1,11.1,9.2,157.1,135.2,175.8
23185,2019-11-22T08:45,0.99,0.87,0.95,0.96,16.2,49.9,1.3,1.3,1.5,9.2,11.0,8.6,157.1,135.2,175.8
23187,2019-11-22T09:00,0.99,0.93,0.96,0.96,14.7,50.0,1.4,1.3,1.5,15.9,10.2,11.2,157.1,135.2,175.8
23189,2019-11-22T09:15,0.99,0.95,0.95,0.97,15.1,49.9,1.5,1.2,1.5,9.4,6.1,11.0,157.1,135.2,175.8
23191,2019-11-22T09:30,0.99,0.9,0.91,0.95,17.9,49.7,1.4,1.3,1.5,13.1,17.1,12.6,157.1,135.2,175.8
23193,2019-11-22T09:45,0.99,0.98,0.93,0.97,14.3,50.0,1.5,1.4,1.4,10.5,12.5,11.1,157.1,135.2,175.8
23195,2019-11-22T10:00,0.99,0.95,0.95,0.97,13.1,49.9,1.5,1.5,1.5,11.3,10.7,7.5,157.1,135.2,175.8
23197,2019-11-22T10:15,0.99,0.92,0.93,0.96,16.0,50.1,1.7,1.6,1.6,12.9,8.0,9.5,157.1,135.2,175.8
23199,2019-11-22T10:30,0.99,0.95,0.94,0.97,12.9,49.9,1.5,1.6,1.6,13.7,13.0,11.2,157.1,135.2,175.8
23201,2019-11-22T10:45,0.99,0.95,0.96,0.98,13.2,49.9,1.9,1.7,1.7,19.5,15.9,11.7,157.1,135.2,175.8
23203,2019-11-22T11:00,0.99,0.98,0.94,0.98,11.6,49.9,1.9,1.7,1.7,20.7,13.8,12.9,157.1,135.2,175.8
23205,2019-11-22T11:15,0.99,0.98,0.96,0.98,12.6,49.9,2.0,1.8,1.9,15.8,14.1,12.3,157.1,135.2,175.8
23207,2019-11-22T11:30,0.99,0.97,0.95,0.97,13.7,49.9,2.0,2.0,2.0,17.3,18.9,14.2,157.1,135.2,175.8
23209,2019-11-22T11:45,0.99,0.97,0.97,0.98,12.1,50.0,2.0,2.0,2.0,15.8,18.3,11.7,157.1,135.2,175.8
23211,2019-11-22T12:00,0.99,0.97,0.96,0.98,13.0,49.9,2.0,2.0,1.9,15.0,18.0,12.1,157.1,135.2,175.8
23213,2019-11-22T12:15,0.99,0.96,0.95,0.97,14.8,50.0,2.2,2.3,2.4,16.5,17.5,14.7,157.1,135.2,175.8
23215,2019-11-22T12:30,0.99,0.98,0.95,0.98,13.1,50.0,2.1,2.0,2.0,18.6,17.9,14.8,157.1,135.2,175.8
23217,2019-11-22T12:45,0.99,0.98,0.95,0.98,13.0,50.0,2.1,2.1,2.1,22.5,19.9,14.2,157.1,135.2,175.8
23219,2019-11-22T13:00,0.99,0.97,0.96,0.98,13.6,49.9,2.1,2.2,2.0,17.8,12.6,14.6,157.1,135.2,175.8
23221,2019-11-22T13:20,0.99,0.98,0.95,0.98,12.9,50.0,2.2,2.2,2.2,11.6,17.7,15.4,157.1,135.2,175.8
23223,2019-11-22T13:22,0.99,0.98,0.95,0.98,12.6,50.0,2.1,2.2,2.2,11.7,13.8,16.6,157.1,135.2,175.8
23225,2019-11-22T13:30,0.99,0.97,0.96,0.98,12.5,50.0,2.2,2.2,2.2,16.2,18.6,12.2,157.1,135.2,175.8
23227,2019-11-22T13:45,0.99,0.98,0.95,0.98,13.7,49.9,2.2,2.2,2.2,16.8,16.7,15.2,157.1,135.2,175.8
23229,2019-11-22T14:00,0.99,0.96,0.95,0.97,14.7,49.9,1.5,1.5,1.5,18.7,22.3,14.1,157.1,135.2,175.8
23231,2019-11-22T14:15,0.99,0.96,0.95,0.98,14.2,50.0,2.2,2.2,2.2,19.0,19.2,14.1,157.1,135.2,175.8
23233,2019-11-22T14:30,0.99,0.97,0.94,0.97,15.2,49.8,2.2,2.2,2.2,16.7,20.1,12.8,157.1,135.2,175.8
23235,2019-11-22T14:45,0.99,0.96,0.96,0.98,13.8,49.9,2.3,2.2,2.2,17.4,21.5,15.5,157.1,135.2,175.8
23237,2019-11-22T15:00,0.99,0.97,0.95,0.98,13.4,49.9,2.3,2.2,2.4,19.1,22.9,13.0,157.1,135.2,175.8
23239,2019-11-22T15:15,0.98,0.98,0.94,0.97,15.6,50.0,2.3,2.3,2.3,13.5,19.0,14.9,157.1,135.2,175.8
23241,2019-11-22T15:30,0.99,0.97,0.95,0.98,14.0,49.9,2.3,2.2,2.3,19.9,17.0,15.8,157.1,135.2,175.8
23243,2019-11-22T15:45,0.98,0.98,0.95,0.97,14.3,50.0,2.3,2.3,2.3,14.8,17.9,14.7,157.1,135.2,175.8
23245,2019-11-22T16:00,0.99,0.96,0.95,0.98,14.1,50.0,2.2,2.3,2.3,17.2,19.9,14.6,157.1,135.2,175.8
23247,2019-11-22T16:15,0.99,0.97,0.96,0.98,13.6,50.0,2.2,2.3,2.3,18.6,16.4,15.1,157.1,135.2,175.8
23249,2019-11-22T16:30,0.99,0.99,0.96,0.98,11.4,50.0,2.4,2.4,2.3,22.8,16.4,14.7,157.1,135.2,175.8
23251,2019-11-22T16:45,0.99,0.99,0.96,0.98,12.0,50.0,2.4,2.5,2.3,19.4,20.9,14.9,157.1,135.2,175.8
23253,2019-11-22T17:00,0.99,0.98,0.98,0.99,10.9,50.0,2.5,2.6,2.4,21.6,22.4,15.2,157.1,135.2,175.8
23255,2019-11-22T17:15,0.99,0.99,0.98,0.99,9.7,50.0,2.5,2.5,2.5,20.8,20.1,12.7,157.1,135.2,175.8
23257,2019-11-22T17:30,0.99,0.98,0.97,0.98,11.1,50.0,2.5,2.7,2.5,19.8,22.7,12.6,157.1,135.2,175.8
23259,2019-11-22T17:45,0.99,0.99,0.97,0.99,10.6,50.0,2.6,2.7,2.5,20.5,21.1,12.8,157.1,135.2,175.8
23261,2019-11-22T18:00,0.99,0.98,0.98,0.99,9.4,50.0,2.5,2.6,2.5,17.6,18.0,12.3,157.1,135.2,175.8
23263,2019-11-22T18:15,0.99,0.99,0.98,0.99,9.4,49.9,2.6,2.7,2.5,17.8,19.2,13.6,157.1,135.2,175.8
23265,2019-11-22T18:30,0.99,0.98,0.98,0.99,9.9,49.9,2.7,2.7,2.5,20.3,19.6,13.6,157.1,135.2,175.8
23267,2019-11-22T18:45,0.99,0.98,0.98,0.99,10.6,50.0,2.7,2.8,2.7,19.5,20.2,14.3,157.1,135.2,175.8
23269,2019-11-22T19:00,0.99,0.99,0.97,0.99,11.0,50.0,2.7,2.9,2.6,17.9,20.3,14.0,157.1,135.2,175.8
