Site,Site Name,Energy Consumption (kWh),Date
,,,11/22/2019
,,,11/23/2019
,,,11/24/2019
,,,11/25/2019
,,,11/26/2019
,,,11/27/2019
,,,11/28/2019
,,,11/29/2019
,,,11/30/2019
,,,12/1/2019
,,,12/2/2019
,,,12/3/2019
,,,12/4/2019
,,,12/5/2019
,,,12/6/2019
,,,12/7/2019
,,,12/8/2019
,,,12/9/2019
,,,12/10/2019
,,,12/11/2019
,,,12/12/2019
,,,12/13/2019
,,,12/14/2019
,,,12/15/2019
,,,12/16/2019
,,,12/17/2019
,,,12/18/2019
,,,12/19/2019
,,,12/20/2019
,,,12/21/2019
,,,12/22/2019
,,,12/23/2019
,,,12/24/2019
,,,12/25/2019
,,,12/26/2019
,,,12/27/2019
,,,12/28/2019
,,,12/29/2019
,,,12/30/2019
,,,12/31/2019
,,,1/1/2020
,,,1/2/2020
,,,1/3/2020
,,,1/4/2020
,,,1/5/2020
,,,1/6/2020
,,,1/7/2020
CCC1150,Caliber 1150,264.03,1/8/2020
CCC1150,Caliber 1150,300.16,1/9/2020
CCC1150,Caliber 1150,314.15,1/10/2020
CCC1150,Caliber 1150,62.51,1/11/2020
CCC1150,Caliber 1150,66.74,1/12/2020
CCC1150,Caliber 1150,327.97,1/13/2020
CCC1150,Caliber 1150,300.86,1/14/2020
CCC1150,Caliber 1150,324.02,1/15/2020
CCC1150,Caliber 1150,350.18,1/16/2020
CCC1150,Caliber 1150,308.27,1/17/2020
CCC1150,Caliber 1150,61.48,1/18/2020
CCC1150,Caliber 1150,58.79,1/19/2020
CCC1150,Caliber 1150,257.46,1/20/2020
CCC1150,Caliber 1150,330.12,1/21/2020
CCC1150,Caliber 1150,310.25,1/22/2020
CCC1150,Caliber 1150,302.69,1/23/2020
CCC1150,Caliber 1150,327.83,1/24/2020
CCC1150,Caliber 1150,60.6,1/25/2020
CCC1150,Caliber 1150,59.97,1/26/2020
CCC1150,Caliber 1150,285.65,1/27/2020
CCC1150,Caliber 1150,323.12,1/28/2020
CCC1150,Caliber 1150,313.39,1/29/2020
CCC1150,Caliber 1150,298.77,1/30/2020
CCC1150,Caliber 1150,249.76,1/31/2020
CCC1150,Caliber 1150,56.22,2/1/2020
CCC1150,Caliber 1150,56.16,2/2/2020
CCC1150,Caliber 1150,187.97,2/3/2020
CCC1150,Caliber 1150,264.75,2/4/2020
CCC1150,Caliber 1150,386.43,2/5/2020
CCC1150,Caliber 1150,408.32,2/6/2020
CCC1150,Caliber 1150,298.3,2/7/2020
CCC1150,Caliber 1150,55.21,2/8/2020
CCC1150,Caliber 1150,54.32,2/9/2020
CCC1150,Caliber 1150,300.29,2/10/2020
CCC1150,Caliber 1150,306.46,2/11/2020
CCC1150,Caliber 1150,330.31,2/12/2020
CCC1150,Caliber 1150,325.66,2/13/2020
CCC1150,Caliber 1150,263,2/14/2020
CCC1150,Caliber 1150,57.07,2/15/2020
CCC1150,Caliber 1150,56.73,2/16/2020
CCC1150,Caliber 1150,262.39,2/17/2020
CCC1150,Caliber 1150,337.27,2/18/2020
CCC1150,Caliber 1150,301.8,2/19/2020
CCC1150,Caliber 1150,308.26,2/20/2020
CCC1150,Caliber 1150,195.4,2/21/2020
CCC1150,Caliber 1150,63.07,2/22/2020
CCC1150,Caliber 1150,61.38,2/23/2020
CCC1150,Caliber 1150,249.44,2/24/2020
CCC1150,Caliber 1150,281.49,2/25/2020
CCC1150,Caliber 1150,308.8,2/26/2020
CCC1150,Caliber 1150,290.35,2/27/2020
CCC1150,Caliber 1150,288.84,2/28/2020
CCC1150,Caliber 1150,57.61,2/29/2020
CCC1150,Caliber 1150,55.99,3/1/2020
CCC1150,Caliber 1150,305.6,3/2/2020
CCC1150,Caliber 1150,292.63,3/3/2020
CCC1150,Caliber 1150,293.68,3/4/2020
CCC1150,Caliber 1150,298.98,3/5/2020
CCC1150,Caliber 1150,240.25,3/6/2020
CCC1150,Caliber 1150,58.96,3/7/2020
CCC1150,Caliber 1150,55.25,3/8/2020
CCC1150,Caliber 1150,255.64,3/9/2020
CCC1150,Caliber 1150,264.73,3/10/2020
CCC1150,Caliber 1150,288.76,3/11/2020
CCC1150,Caliber 1150,299.58,3/12/2020
CCC1150,Caliber 1150,291.14,3/13/2020
CCC1150,Caliber 1150,65.16,3/14/2020
CCC1150,Caliber 1150,64.33,3/15/2020
CCC1150,Caliber 1150,294.21,3/16/2020
CCC1150,Caliber 1150,310.98,3/17/2020
CCC1150,Caliber 1150,282.62,3/18/2020
CCC1150,Caliber 1150,299.9,3/19/2020
CCC1150,Caliber 1150,244.33,3/20/2020
CCC1150,Caliber 1150,57.34,3/21/2020
CCC1150,Caliber 1150,57.07,3/22/2020
CCC1150,Caliber 1150,240.95,3/23/2020
CCC1150,Caliber 1150,269.66,3/24/2020
CCC1150,Caliber 1150,268.03,3/25/2020
CCC1150,Caliber 1150,281.2,3/26/2020
CCC1150,Caliber 1150,265.26,3/27/2020
CCC1150,Caliber 1150,59.47,3/28/2020
CCC1150,Caliber 1150,59.3,3/29/2020
CCC1150,Caliber 1150,275.86,3/30/2020
CCC1150,Caliber 1150,266.95,3/31/2020
CCC1150,Caliber 1150,241.25,4/1/2020
CCC1150,Caliber 1150,260.92,4/2/2020
CCC1150,Caliber 1150,186.06,4/3/2020
CCC1150,Caliber 1150,56.58,4/4/2020
CCC1150,Caliber 1150,56.51,4/5/2020
CCC1150,Caliber 1150,181.4,4/6/2020
CCC1150,Caliber 1150,190.02,4/7/2020
CCC1150,Caliber 1150,244.19,4/8/2020
CCC1150,Caliber 1150,234.31,4/9/2020
CCC1150,Caliber 1150,198.11,4/10/2020
CCC1150,Caliber 1150,58.04,4/11/2020
CCC1150,Caliber 1150,57.85,4/12/2020
CCC1150,Caliber 1150,220.07,4/13/2020
CCC1150,Caliber 1150,247.26,4/14/2020
CCC1150,Caliber 1150,263.88,4/15/2020
CCC1150,Caliber 1150,253.09,4/16/2020
CCC1150,Caliber 1150,211.7,4/17/2020
CCC1150,Caliber 1150,66.18,4/18/2020
CCC1150,Caliber 1150,67.07,4/19/2020
CCC1150,Caliber 1150,230.34,4/20/2020
CCC1150,Caliber 1150,266.71,4/21/2020
CCC1150,Caliber 1150,246.23,4/22/2020
CCC1150,Caliber 1150,322.05,4/23/2020
CCC1150,Caliber 1150,283.41,4/24/2020
CCC1150,Caliber 1150,62.64,4/25/2020
CCC1150,Caliber 1150,62.52,4/26/2020
CCC1150,Caliber 1150,224.83,4/27/2020
CCC1150,Caliber 1150,277.2,4/28/2020
CCC1150,Caliber 1150,239.44,4/29/2020
CCC1150,Caliber 1150,140.11,4/30/2020
CCC1150,Caliber 1150,96.6,5/1/2020
CCC1150,Caliber 1150,60.69,5/2/2020
CCC1150,Caliber 1150,59.66,5/3/2020
CCC1150,Caliber 1150,235.36,5/4/2020
CCC1150,Caliber 1150,189.53,5/5/2020
CCC1150,Caliber 1150,222.47,5/6/2020
CCC1150,Caliber 1150,267.07,5/7/2020
CCC1150,Caliber 1150,233.26,5/8/2020
CCC1150,Caliber 1150,88.67,5/9/2020
CCC1150,Caliber 1150,77.51,5/10/2020
CCC1150,Caliber 1150,250.71,5/11/2020
CCC1150,Caliber 1150,240.76,5/12/2020
CCC1150,Caliber 1150,276.54,5/13/2020
CCC1150,Caliber 1150,234.56,5/14/2020
CCC1150,Caliber 1150,217.4,5/15/2020
CCC1150,Caliber 1150,59.95,5/16/2020
CCC1150,Caliber 1150,60.17,5/17/2020
CCC1150,Caliber 1150,205.69,5/18/2020
CCC1150,Caliber 1150,204.3,5/19/2020
CCC1150,Caliber 1150,225.9,5/20/2020
CCC1150,Caliber 1150,241.64,5/21/2020
CCC1150,Caliber 1150,245.66,5/22/2020
CCC1150,Caliber 1150,65.62,5/23/2020
CCC1150,Caliber 1150,69.29,5/24/2020
CCC1150,Caliber 1150,90.9,5/25/2020
CCC1150,Caliber 1150,290.72,5/26/2020
CCC1150,Caliber 1150,341.97,5/27/2020
CCC1150,Caliber 1150,386.22,5/28/2020
CCC1150,Caliber 1150,291.08,5/29/2020
CCC1150,Caliber 1150,66.99,5/30/2020
CCC1150,Caliber 1150,65.01,5/31/2020
CCC1150,Caliber 1150,270.56,6/1/2020
CCC1150,Caliber 1150,296.29,6/2/2020
CCC1150,Caliber 1150,281.41,6/3/2020
CCC1150,Caliber 1150,318.82,6/4/2020
CCC1150,Caliber 1150,258.97,6/5/2020
CCC1150,Caliber 1150,68.97,6/6/2020
CCC1150,Caliber 1150,84.53,6/7/2020
CCC1150,Caliber 1150,249.03,6/8/2020
CCC1150,Caliber 1150,289.84,6/9/2020
CCC1150,Caliber 1150,318.02,6/10/2020
CCC1150,Caliber 1150,304.15,6/11/2020
CCC1150,Caliber 1150,287.83,6/12/2020
CCC1150,Caliber 1150,60.17,6/13/2020
CCC1150,Caliber 1150,61.16,6/14/2020
CCC1150,Caliber 1150,287.71,6/15/2020
CCC1150,Caliber 1150,265.21,6/16/2020
CCC1150,Caliber 1150,280.24,6/17/2020
CCC1150,Caliber 1150,332.14,6/18/2020
CCC1150,Caliber 1150,309.17,6/19/2020
CCC1150,Caliber 1150,88.56,6/20/2020
CCC1150,Caliber 1150,91.8,6/21/2020
CCC1150,Caliber 1150,331.53,6/22/2020
CCC1150,Caliber 1150,338.99,6/23/2020
CCC1150,Caliber 1150,344.37,6/24/2020
CCC1150,Caliber 1150,353.91,6/25/2020
CCC1150,Caliber 1150,280.72,6/26/2020
CCC1150,Caliber 1150,85.62,6/27/2020
CCC1150,Caliber 1150,66.54,6/28/2020
CCC1150,Caliber 1150,263.03,6/29/2020
CCC1150,Caliber 1150,327.16,6/30/2020
CCC1150,Caliber 1150,330.44,7/1/2020
CCC1150,Caliber 1150,297.59,7/2/2020
CCC1150,Caliber 1150,99.37,7/3/2020
CCC1150,Caliber 1150,76.51,7/4/2020
CCC1150,Caliber 1150,85.04,7/5/2020
CCC1150,Caliber 1150,326.75,7/6/2020
CCC1150,Caliber 1150,287.25,7/7/2020
CCC1150,Caliber 1150,323.1,7/8/2020
CCC1150,Caliber 1150,280.25,7/9/2020
CCC1150,Caliber 1150,264.66,7/10/2020
CCC1150,Caliber 1150,96.4,7/11/2020
CCC1150,Caliber 1150,103.85,7/12/2020
CCC1150,Caliber 1150,287.6,7/13/2020
CCC1150,Caliber 1150,309.55,7/14/2020
CCC1150,Caliber 1150,308.67,7/15/2020
CCC1150,Caliber 1150,325.19,7/16/2020
CCC1150,Caliber 1150,275.92,7/17/2020
CCC1150,Caliber 1150,80.22,7/18/2020
CCC1150,Caliber 1150,84.92,7/19/2020
CCC1150,Caliber 1150,302.2,7/20/2020
CCC1150,Caliber 1150,301.8,7/21/2020
CCC1150,Caliber 1150,320.49,7/22/2020
CCC1150,Caliber 1150,299.92,7/23/2020
CCC1150,Caliber 1150,320.81,7/24/2020
CCC1150,Caliber 1150,82.14,7/25/2020
CCC1150,Caliber 1150,89.3,7/26/2020
CCC1150,Caliber 1150,300.6,7/27/2020
CCC1150,Caliber 1150,330.59,7/28/2020
CCC1150,Caliber 1150,303.38,7/29/2020
CCC1150,Caliber 1150,338.77,7/30/2020
CCC1150,Caliber 1150,347.48,7/31/2020
CCC1150,Caliber 1150,88.16,8/1/2020
CCC1150,Caliber 1150,95.5,8/2/2020
CCC1150,Caliber 1150,324.35,8/3/2020
CCC1150,Caliber 1150,332.64,8/4/2020
CCC1150,Caliber 1150,290.15,8/5/2020
CCC1150,Caliber 1150,308.66,8/6/2020
CCC1150,Caliber 1150,314.03,8/7/2020
CCC1150,Caliber 1150,84.83,8/8/2020
CCC1150,Caliber 1150,94.1,8/9/2020
CCC1150,Caliber 1150,294.26,8/10/2020
CCC1150,Caliber 1150,313.67,8/11/2020
CCC1150,Caliber 1150,316.23,8/12/2020
CCC1150,Caliber 1150,273.08,8/13/2020
CCC1150,Caliber 1150,317.97,8/14/2020
CCC1150,Caliber 1150,121.22,8/15/2020
CCC1150,Caliber 1150,130.94,8/16/2020
CCC1150,Caliber 1150,282.65,8/17/2020
CCC1150,Caliber 1150,314.26,8/18/2020
CCC1150,Caliber 1150,356.18,8/19/2020
CCC1150,Caliber 1150,353.73,8/20/2020
CCC1150,Caliber 1150,312.77,8/21/2020
CCC1150,Caliber 1150,88.06,8/22/2020
CCC1150,Caliber 1150,100.29,8/23/2020
CCC1150,Caliber 1150,360.32,8/24/2020
CCC1150,Caliber 1150,415.64,8/25/2020
CCC1150,Caliber 1150,418.44,8/26/2020
CCC1150,Caliber 1150,323.73,8/27/2020
CCC1150,Caliber 1150,256.88,8/28/2020
CCC1150,Caliber 1150,97.63,8/29/2020
CCC1150,Caliber 1150,93.88,8/30/2020
CCC1150,Caliber 1150,294.51,8/31/2020
CCC1150,Caliber 1150,253.6,9/1/2020
CCC1150,Caliber 1150,316.09,9/2/2020
CCC1150,Caliber 1150,301.2,9/3/2020
CCC1150,Caliber 1150,288.45,9/4/2020
CCC1150,Caliber 1150,102.9,9/5/2020
CCC1150,Caliber 1150,127.1,9/6/2020
CCC1150,Caliber 1150,155.37,9/7/2020
CCC1150,Caliber 1150,317.08,9/8/2020
CCC1150,Caliber 1150,321.43,9/9/2020
CCC1150,Caliber 1150,298.39,9/10/2020
CCC1150,Caliber 1150,242.62,9/11/2020
CCC1150,Caliber 1150,72.18,9/12/2020
CCC1150,Caliber 1150,76.48,9/13/2020
CCC1150,Caliber 1150,286.37,9/14/2020
CCC1150,Caliber 1150,282.85,9/15/2020
CCC1150,Caliber 1150,318.37,9/16/2020
CCC1150,Caliber 1150,336.74,9/17/2020
CCC1150,Caliber 1150,240.64,9/18/2020
CCC1150,Caliber 1150,68.52,9/19/2020
CCC1150,Caliber 1150,74.32,9/20/2020
CCC1150,Caliber 1150,241.17,9/21/2020
CCC1150,Caliber 1150,232.43,9/22/2020
CCC1150,Caliber 1150,248.14,9/23/2020
CCC1150,Caliber 1150,278.77,9/24/2020
CCC1150,Caliber 1150,241.91,9/25/2020
CCC1150,Caliber 1150,71.37,9/26/2020
CCC1150,Caliber 1150,80.04,9/27/2020
CCC1150,Caliber 1150,231.85,9/28/2020
CCC1150,Caliber 1150,255.19,9/29/2020
CCC1150,Caliber 1150,255.74,9/30/2020
CCC1150,Caliber 1150,251.5,10/1/2020
CCC1150,Caliber 1150,253.05,10/2/2020
CCC1150,Caliber 1150,71.86,10/3/2020
CCC1150,Caliber 1150,76,10/4/2020
CCC1150,Caliber 1150,272.57,10/5/2020
CCC1150,Caliber 1150,314.81,10/6/2020
CCC1150,Caliber 1150,266.75,10/7/2020
CCC1150,Caliber 1150,255.46,10/8/2020
CCC1150,Caliber 1150,298.63,10/9/2020
CCC1150,Caliber 1150,71.75,10/10/2020
CCC1150,Caliber 1150,71.88,10/11/2020
CCC1150,Caliber 1150,257.26,10/12/2020
CCC1150,Caliber 1150,292.42,10/13/2020
CCC1150,Caliber 1150,272.49,10/14/2020
CCC1150,Caliber 1150,276.13,10/15/2020
CCC1150,Caliber 1150,269.42,10/16/2020
CCC1150,Caliber 1150,77.09,10/17/2020
CCC1150,Caliber 1150,79.95,10/18/2020
CCC1150,Caliber 1150,260.13,10/19/2020
CCC1150,Caliber 1150,321.8,10/20/2020
CCC1150,Caliber 1150,294.41,10/21/2020
CCC1150,Caliber 1150,353.47,10/22/2020
CCC1150,Caliber 1150,278.76,10/23/2020
CCC1150,Caliber 1150,128.25,10/24/2020
CCC1150,Caliber 1150,68.71,10/25/2020
CCC1150,Caliber 1150,305.83,10/26/2020
CCC1150,Caliber 1150,282.94,10/27/2020
CCC1150,Caliber 1150,288.21,10/28/2020
CCC1150,Caliber 1150,314.28,10/29/2020
CCC1150,Caliber 1150,265.4,10/30/2020
CCC1150,Caliber 1150,67.56,10/31/2020
CCC1150,Caliber 1150,71.6,11/1/2020
CCC1150,Caliber 1150,255.58,11/2/2020
CCC1150,Caliber 1150,276.62,11/3/2020
CCC1150,Caliber 1150,273.54,11/4/2020
CCC1150,Caliber 1150,268.26,11/5/2020
CCC1150,Caliber 1150,236.29,11/6/2020
CCC1150,Caliber 1150,67.36,11/7/2020
CCC1150,Caliber 1150,67.11,11/8/2020
CCC1150,Caliber 1150,250.44,11/9/2020
CCC1150,Caliber 1150,263.95,11/10/2020
CCC1150,Caliber 1150,296.74,11/11/2020
CCC1150,Caliber 1150,273.6,11/12/2020
CCC1150,Caliber 1150,258.96,11/13/2020
CCC1150,Caliber 1150,66.35,11/14/2020
CCC1150,Caliber 1150,67.56,11/15/2020
CCC1150,Caliber 1150,188.75,11/16/2020
CCC1150,Caliber 1150,284.81,11/17/2020
CCC1150,Caliber 1150,242.14,11/18/2020
CCC1150,Caliber 1150,271.33,11/19/2020
CCC1150,Caliber 1150,20.8,11/20/2020
,,,11/1/2019
,,,11/2/2019
,,,11/3/2019
,,,11/4/2019
,,,11/5/2019
,,,11/6/2019
,,,11/7/2019
,,,11/8/2019
,,,11/9/2019
,,,11/10/2019
,,,11/11/2019
,,,11/12/2019
,,,11/13/2019
,,,11/14/2019
,,,11/15/2019
,,,11/16/2019
,,,11/17/2019
,,,11/18/2019
,,,11/19/2019
,,,11/20/2019
,,,11/21/2019
,,,11/22/2019
,,,11/23/2019
,,,11/24/2019
,,,11/25/2019
,,,11/26/2019
,,,11/27/2019
,,,11/28/2019
,,,11/29/2019
,,,11/30/2019
,,,12/1/2019
,,,12/2/2019
,,,12/3/2019
,,,12/4/2019
,,,12/5/2019
,,,12/6/2019
,,,12/7/2019
,,,12/8/2019
,,,12/9/2019
,,,12/10/2019
,,,12/11/2019
,,,12/12/2019
,,,12/13/2019
,,,12/14/2019
,,,12/15/2019
,,,12/16/2019
,,,12/17/2019
,,,12/18/2019
,,,12/19/2019
,,,12/20/2019
,,,12/21/2019
,,,12/22/2019
,,,12/23/2019
,,,12/24/2019
,,,12/25/2019
,,,12/26/2019
,,,12/27/2019
,,,12/28/2019
,,,12/29/2019
,,,12/30/2019
,,,12/31/2019
,,,1/1/2020
,,,1/2/2020
,,,1/3/2020
,,,1/4/2020
,,,1/5/2020
,,,1/6/2020
,,,1/7/2020
CCC2009,Caliber 2009,383.05,1/8/2020
CCC2009,Caliber 2009,370.27,1/9/2020
CCC2009,Caliber 2009,346.87,1/10/2020
CCC2009,Caliber 2009,134.88,1/11/2020
CCC2009,Caliber 2009,42.54,1/12/2020
CCC2009,Caliber 2009,354.75,1/13/2020
CCC2009,Caliber 2009,408.46,1/14/2020
CCC2009,Caliber 2009,474.18,1/15/2020
CCC2009,Caliber 2009,391.18,1/16/2020
CCC2009,Caliber 2009,363.03,1/17/2020
CCC2009,Caliber 2009,226.61,1/18/2020
CCC2009,Caliber 2009,39.23,1/19/2020
CCC2009,Caliber 2009,357.36,1/20/2020
CCC2009,Caliber 2009,374.2,1/21/2020
CCC2009,Caliber 2009,427.3,1/22/2020
CCC2009,Caliber 2009,396.84,1/23/2020
CCC2009,Caliber 2009,342.95,1/24/2020
CCC2009,Caliber 2009,44.12,1/25/2020
CCC2009,Caliber 2009,35.7,1/26/2020
CCC2009,Caliber 2009,345.72,1/27/2020
CCC2009,Caliber 2009,345.91,1/28/2020
CCC2009,Caliber 2009,400.69,1/29/2020
CCC2009,Caliber 2009,380.69,1/30/2020
CCC2009,Caliber 2009,386.25,1/31/2020
CCC2009,Caliber 2009,117.89,2/1/2020
CCC2009,Caliber 2009,34.2,2/2/2020
CCC2009,Caliber 2009,338.59,2/3/2020
CCC2009,Caliber 2009,379.32,2/4/2020
CCC2009,Caliber 2009,346.9,2/5/2020
CCC2009,Caliber 2009,396.18,2/6/2020
CCC2009,Caliber 2009,323.83,2/7/2020
CCC2009,Caliber 2009,210.41,2/8/2020
CCC2009,Caliber 2009,35.36,2/9/2020
CCC2009,Caliber 2009,357.56,2/10/2020
CCC2009,Caliber 2009,348.11,2/11/2020
CCC2009,Caliber 2009,440.6,2/12/2020
CCC2009,Caliber 2009,424.93,2/13/2020
CCC2009,Caliber 2009,382.46,2/14/2020
CCC2009,Caliber 2009,45.38,2/15/2020
CCC2009,Caliber 2009,43.3,2/16/2020
CCC2009,Caliber 2009,401.77,2/17/2020
CCC2009,Caliber 2009,391.11,2/18/2020
CCC2009,Caliber 2009,426.82,2/19/2020
CCC2009,Caliber 2009,360.53,2/20/2020
CCC2009,Caliber 2009,328.75,2/21/2020
CCC2009,Caliber 2009,162.22,2/22/2020
CCC2009,Caliber 2009,35.68,2/23/2020
CCC2009,Caliber 2009,363.34,2/24/2020
CCC2009,Caliber 2009,368.56,2/25/2020
CCC2009,Caliber 2009,436.16,2/26/2020
CCC2009,Caliber 2009,363.42,2/27/2020
CCC2009,Caliber 2009,380.52,2/28/2020
CCC2009,Caliber 2009,161.67,2/29/2020
CCC2009,Caliber 2009,36.33,3/1/2020
CCC2009,Caliber 2009,386.6,3/2/2020
CCC2009,Caliber 2009,387.41,3/3/2020
CCC2009,Caliber 2009,392.94,3/4/2020
CCC2009,Caliber 2009,400.11,3/5/2020
CCC2009,Caliber 2009,361.27,3/6/2020
CCC2009,Caliber 2009,36.38,3/7/2020
CCC2009,Caliber 2009,44.73,3/8/2020
CCC2009,Caliber 2009,364.08,3/9/2020
CCC2009,Caliber 2009,334.8,3/10/2020
CCC2009,Caliber 2009,406.79,3/11/2020
CCC2009,Caliber 2009,391.46,3/12/2020
CCC2009,Caliber 2009,387.41,3/13/2020
CCC2009,Caliber 2009,50.82,3/14/2020
CCC2009,Caliber 2009,66.58,3/15/2020
CCC2009,Caliber 2009,410.07,3/16/2020
CCC2009,Caliber 2009,395.94,3/17/2020
CCC2009,Caliber 2009,424.99,3/18/2020
CCC2009,Caliber 2009,437.92,3/19/2020
CCC2009,Caliber 2009,370.26,3/20/2020
CCC2009,Caliber 2009,120.1,3/21/2020
CCC2009,Caliber 2009,87.08,3/22/2020
CCC2009,Caliber 2009,400.05,3/23/2020
CCC2009,Caliber 2009,376.54,3/24/2020
CCC2009,Caliber 2009,443.34,3/25/2020
CCC2009,Caliber 2009,446.75,3/26/2020
CCC2009,Caliber 2009,389.13,3/27/2020
CCC2009,Caliber 2009,246.13,3/28/2020
CCC2009,Caliber 2009,68.44,3/29/2020
CCC2009,Caliber 2009,367.62,3/30/2020
CCC2009,Caliber 2009,402.91,3/31/2020
CCC2009,Caliber 2009,410.2,4/1/2020
CCC2009,Caliber 2009,348.86,4/2/2020
CCC2009,Caliber 2009,340.81,4/3/2020
CCC2009,Caliber 2009,152.5,4/4/2020
CCC2009,Caliber 2009,41.79,4/5/2020
CCC2009,Caliber 2009,382.69,4/6/2020
CCC2009,Caliber 2009,376.01,4/7/2020
CCC2009,Caliber 2009,406.87,4/8/2020
CCC2009,Caliber 2009,393.59,4/9/2020
CCC2009,Caliber 2009,311.13,4/10/2020
CCC2009,Caliber 2009,54.29,4/11/2020
CCC2009,Caliber 2009,77.16,4/12/2020
CCC2009,Caliber 2009,405.91,4/13/2020
CCC2009,Caliber 2009,402.91,4/14/2020
CCC2009,Caliber 2009,436.38,4/15/2020
CCC2009,Caliber 2009,392.44,4/16/2020
CCC2009,Caliber 2009,327.25,4/17/2020
CCC2009,Caliber 2009,66.08,4/18/2020
CCC2009,Caliber 2009,94.85,4/19/2020
CCC2009,Caliber 2009,383.94,4/20/2020
CCC2009,Caliber 2009,358.65,4/21/2020
CCC2009,Caliber 2009,346.13,4/22/2020
CCC2009,Caliber 2009,378.43,4/23/2020
CCC2009,Caliber 2009,371.45,4/24/2020
CCC2009,Caliber 2009,67.74,4/25/2020
CCC2009,Caliber 2009,90.45,4/26/2020
CCC2009,Caliber 2009,387.3,4/27/2020
CCC2009,Caliber 2009,349.76,4/28/2020
CCC2009,Caliber 2009,397.87,4/29/2020
CCC2009,Caliber 2009,363.3,4/30/2020
CCC2009,Caliber 2009,356.42,5/1/2020
CCC2009,Caliber 2009,49.89,5/2/2020
CCC2009,Caliber 2009,51.3,5/3/2020
CCC2009,Caliber 2009,335.91,5/4/2020
CCC2009,Caliber 2009,366.64,5/5/2020
CCC2009,Caliber 2009,428.23,5/6/2020
CCC2009,Caliber 2009,398.29,5/7/2020
CCC2009,Caliber 2009,336.42,5/8/2020
CCC2009,Caliber 2009,61.1,5/9/2020
CCC2009,Caliber 2009,41.47,5/10/2020
CCC2009,Caliber 2009,431.32,5/11/2020
CCC2009,Caliber 2009,334.31,5/12/2020
CCC2009,Caliber 2009,352.28,5/13/2020
CCC2009,Caliber 2009,381.27,5/14/2020
CCC2009,Caliber 2009,338.95,5/15/2020
CCC2009,Caliber 2009,155.93,5/16/2020
CCC2009,Caliber 2009,65.31,5/17/2020
CCC2009,Caliber 2009,358.84,5/18/2020
CCC2009,Caliber 2009,359.88,5/19/2020
CCC2009,Caliber 2009,363.13,5/20/2020
CCC2009,Caliber 2009,416.94,5/21/2020
CCC2009,Caliber 2009,367.88,5/22/2020
CCC2009,Caliber 2009,62.84,5/23/2020
CCC2009,Caliber 2009,56.21,5/24/2020
CCC2009,Caliber 2009,75.84,5/25/2020
CCC2009,Caliber 2009,390.65,5/26/2020
CCC2009,Caliber 2009,416.73,5/27/2020
CCC2009,Caliber 2009,403.97,5/28/2020
CCC2009,Caliber 2009,362.71,5/29/2020
CCC2009,Caliber 2009,185.74,5/30/2020
CCC2009,Caliber 2009,75.31,5/31/2020
CCC2009,Caliber 2009,394.36,6/1/2020
CCC2009,Caliber 2009,393.87,6/2/2020
CCC2009,Caliber 2009,376.72,6/3/2020
CCC2009,Caliber 2009,425.77,6/4/2020
CCC2009,Caliber 2009,381.56,6/5/2020
CCC2009,Caliber 2009,176.58,6/6/2020
CCC2009,Caliber 2009,63.71,6/7/2020
CCC2009,Caliber 2009,381.22,6/8/2020
CCC2009,Caliber 2009,346.45,6/9/2020
CCC2009,Caliber 2009,354.46,6/10/2020
CCC2009,Caliber 2009,417.85,6/11/2020
CCC2009,Caliber 2009,359.61,6/12/2020
CCC2009,Caliber 2009,198.14,6/13/2020
CCC2009,Caliber 2009,63.38,6/14/2020
CCC2009,Caliber 2009,378.03,6/15/2020
CCC2009,Caliber 2009,423.84,6/16/2020
CCC2009,Caliber 2009,404.67,6/17/2020
CCC2009,Caliber 2009,385.65,6/18/2020
CCC2009,Caliber 2009,386.96,6/19/2020
CCC2009,Caliber 2009,85.44,6/20/2020
CCC2009,Caliber 2009,85.23,6/21/2020
CCC2009,Caliber 2009,355.58,6/22/2020
CCC2009,Caliber 2009,398.37,6/23/2020
CCC2009,Caliber 2009,373.76,6/24/2020
CCC2009,Caliber 2009,476.68,6/25/2020
CCC2009,Caliber 2009,414.57,6/26/2020
CCC2009,Caliber 2009,161.03,6/27/2020
CCC2009,Caliber 2009,85.18,6/28/2020
CCC2009,Caliber 2009,382.06,6/29/2020
CCC2009,Caliber 2009,384.04,6/30/2020
CCC2009,Caliber 2009,396.63,7/1/2020
CCC2009,Caliber 2009,406.52,7/2/2020
CCC2009,Caliber 2009,240.22,7/3/2020
CCC2009,Caliber 2009,226.02,7/4/2020
CCC2009,Caliber 2009,101.45,7/5/2020
CCC2009,Caliber 2009,379.18,7/6/2020
CCC2009,Caliber 2009,401.24,7/7/2020
CCC2009,Caliber 2009,416.48,7/8/2020
CCC2009,Caliber 2009,456.01,7/9/2020
CCC2009,Caliber 2009,400.55,7/10/2020
CCC2009,Caliber 2009,183.23,7/11/2020
CCC2009,Caliber 2009,53.44,7/12/2020
CCC2009,Caliber 2009,416.01,7/13/2020
CCC2009,Caliber 2009,394.79,7/14/2020
CCC2009,Caliber 2009,398.48,7/15/2020
CCC2009,Caliber 2009,408.34,7/16/2020
CCC2009,Caliber 2009,359.17,7/17/2020
CCC2009,Caliber 2009,153.55,7/18/2020
CCC2009,Caliber 2009,72.28,7/19/2020
CCC2009,Caliber 2009,370.37,7/20/2020
